Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY
Date,,,,,,,,,,,,,,,
2010-01-04,6.44033145904541,17.949800491333008,86.02643585205078,6.45507725915592,18.006444416901473,86.07197874486162,6.391278972378066,17.90574437154403,84.64491212075366,6.422877172871004,17.987562708232243,85.29772061050753,493729600,13870400,118944600
2010-01-05,6.451464653015137,17.732664108276367,86.25415802001953,6.487877930287253,17.934065388812247,86.29211429241285,6.417458516486256,17.666579932076978,85.66207723509396,6.458085394989272,17.89000807090682,85.9733024530397,601904800,23172400,111579900
2010-01-06,6.348845481872559,17.726375579833984,86.3149185180664,6.477044307725826,17.76099025139381,86.52745982502934,6.342224739983206,17.61623405979634,86.10237721110347,6.45146457040068,17.732668283434354,86.17069157777745,552160000,19264600,116074400
2010-01-07,6.337108612060547,17.68231201171875,86.67926788330078,6.379842091769813,17.73895592764883,86.7855385229311,6.2910655648346605,17.54384977302245,85.91259616198307,6.372318521082825,17.72636932445028,86.15550130846887,477131200,13234600,131091100
2010-01-08,6.379240036010742,17.355043411254883,86.96772003173828,6.3798423234804025,17.509239856619473,87.00567631538661,6.291367539745052,17.229167733029577,86.27696084160178,6.328682844536467,17.45259592146203,86.45154584722621,447610800,28712400,126402800
2010-01-11,6.322965145111084,17.70749282836914,87.08916473388672,6.40993520655179,17.764136760963325,87.39279180025315,6.273009442174927,17.244901112329746,86.71721173235223,6.403916350344348,17.35504262590261,87.35484131261488,462229600,28642400,106375700
2010-01-12,6.251040935516357,17.89945411682129,86.2769546508789,6.312733411200337,17.93721634141701,86.69444478447501,6.211919573553115,17.641410047944834,85.94295791094973,6.295278325516592,17.650850303983894,86.51226737692971,594459600,23269800,163333500
2010-01-13,6.339216232299805,17.9466552734375,87.00568389892578,6.34764263282566,18.072530946722694,87.24858907802603,6.1421038718775645,17.839661311276902,86.05683463817229,6.255556925343339,17.893158892576896,86.49709629376153,605892000,15157400,161822000
2010-01-14,6.302502155303955,17.978120803833008,87.24095916748047,6.333498868494199,18.015883017265896,87.40036507981877,6.290163899676365,17.864832963095225,86.85382721390815,6.322966270050092,17.949798843648562,86.90696251802092,432894000,12392600,115718800
2010-01-15,6.197175025939941,17.713788986206055,86.26177978515625,6.367806026370576,18.047357520109628,87.17267271940557,6.195369368621774,17.635116980973773,85.92778300665069,6.347642852984377,17.921483032001696,87.08917931609521,594067600,27460800,212283100
2010-01-19,6.471325874328613,17.75469398498535,87.33965301513672,6.475840016443479,17.776723246413315,87.39278832877167,6.236596511247585,17.597350006243804,86.22380563748789,6.269398071903876,17.691757353840167,86.24658287874415,730007600,14615400,139172700
2010-01-20,6.371718406677246,17.465177536010742,86.45154571533203,6.486675377139207,17.74524956028374,86.87662829322905,6.30460934710422,17.399093368574444,85.76078652624938,6.467415433833856,17.672871491124123,86.74758619512686,612152800,18810200,216490200
2010-01-21,6.261573314666748,17.109586715698242,84.78916931152344,6.419264135504842,17.490360118977698,86.74000319879727,6.23569303614258,17.052942778034836,84.6828986555098,6.38224937460997,17.480918662407472,86.47432655876317,608154400,27396800,344859600
2010-01-22,5.951009273529053,17.06867790222168,82.89904022216797,6.244421752495472,17.263784129002346,84.81950970596257,5.933254447107368,16.986858348757888,82.80794863166278,6.222754668614511,17.1032925743677,84.40960623566144,881767600,23551400,345942400
2010-01-25,6.111106872558594,17.10329246520996,83.32412719726562,6.160158951875799,17.163083953999468,83.80994324803297,6.02443733729753,16.95538992025155,83.05086399372446,6.094254474085411,17.14734979395361,83.6581239223822,1065699600,16853200,186937500
2010-01-26,6.197475433349609,17.037206649780273,82.9749526977539,6.431302812541222,17.15049451202172,83.85548742598087,6.096361043026214,16.952240753099186,82.77000384415084,6.197776376209968,17.015178587726584,82.99772414911922,1867110000,15515000,211168800
2010-01-27,6.255856990814209,17.15364646911621,83.36968994140625,6.337109150378845,17.200850160622075,83.55945978696641,6.0045749318299,16.89874989621583,82.23107086804528,6.224860278743567,16.993156078787813,82.8686947692957,1722568400,20414800,271863600
2010-01-28,5.997353553771973,17.049789428710938,82.41321563720703,6.184235074027143,17.25748338142365,83.6884687256311,5.9795987265158175,17.03405527480402,81.91222645495853,6.167082132562241,17.216573620914467,83.64292583396681,1173502400,20905200,316104000
2010-01-29,5.7797770500183105,17.071821212768555,81.51752471923828,6.0849263149904775,17.288955465159923,83.34690859311874,5.725307591416028,16.961680910926397,81.38848262949077,6.051221514344954,17.13161149084869,82.77000670952665,1245952400,22146800,310677600
2010-02-01,5.86012601852417,17.112730026245117,82.7851791381836,5.898344957536001,17.169373949868007,82.79277155206715,5.756905029982434,16.99314827632578,81.60101739020696,5.789105111892288,17.1536385929645,82.09442004896887,749876400,14517600,187865000
2010-02-02,5.894131183624268,17.323572158813477,83.78720092773438,5.90797455361082,17.373922184979815,83.94660694262087,5.819499371791326,17.040353711792577,82.64858157170146,5.895636299546066,17.159934273663055,82.93703551500634,698342400,16888600,216327900
2010-02-03,5.995547294616699,17.266931533813477,83.36968994140625,6.024738350769651,17.29525350397967,83.8630926981259,5.8507969906922614,17.15993755767892,83.12678477074189,5.873367303805952,17.282665694919242,83.40764043572864,615328000,15899400,172730700
2010-02-04,5.779475688934326,16.81377410888672,80.79638671875,5.969666750026578,17.20713397256002,82.7623989408143,5.765030432027498,16.804333856299053,80.78120189258776,5.920312925847301,17.166224210615066,82.72444845803734,757652000,21342800,356715700
2010-02-05,5.882093906402588,16.706787109375,80.9634017944336,5.898344820199544,16.813781084702086,81.13039437753666,5.7433624677751185,16.530561385177588,79.38451544342306,5.796929491149744,16.753990792775596,80.88748923055931,850306800,29285000,493585800
2010-02-08,5.841769695281982,16.568326950073242,80.37892150878906,5.954921813326952,16.763433212456043,81.47199775656901,5.838158380532967,16.543151328893686,80.31819376361983,5.889016926329096,16.763433212456043,81.02413787509163,478270800,16721200,224166900
2010-02-09,5.904062271118164,16.996294021606445,81.38848114013672,5.943484575746799,17.301541687978148,82.09442510055803,5.860727307978443,16.7948939449881,80.66735235101393,5.91098355428842,16.895593983297275,81.32016099361063,632886800,31495000,337820500
2010-02-10,5.871863842010498,16.927064895629883,81.22909545898438,5.916402993800595,17.181961363491073,81.67694956508893,5.8459835536495115,16.73195750488371,80.54592277980079,5.895035644004947,17.181961363491073,81.25945933264994,370361600,18717600,240511500
2010-02-11,5.978694438934326,17.062381744384766,82.0792465209961,6.011195864122497,17.096997612398006,82.17033812619441,5.839963002922944,16.763427939335045,80.65217945411692,5.864639914208277,16.867274342935456,81.12281072733461,550345600,26327200,223591600
2010-02-12,6.030156135559082,16.98685646057129,82.01093292236328,6.068074138129889,17.119026032075443,82.0564758297276,5.883299211771938,16.87356859940754,80.84954245404666,5.961843301274669,16.967974750230887,81.21389729559284,655468800,24640000,304622100
2010-02-16,6.121038436889648,17.251192092895508,83.30134582519531,6.129765378733116,17.251192092895508,83.38484499652984,6.064462380073955,16.97112002943589,81.84391522041616,6.0771015794095895,17.153638403193288,82.63335824583348,543737600,19339400,159317500
2010-02-17,6.095458984375,17.41168212890625,83.6960678100586,6.148423323825495,17.48091265078937,83.80993083960998,6.044600039695561,17.232308921031557,83.30134341312237,6.14481200928308,17.248044276424107,83.70365443173156,436396800,17064600,168845100
2010-02-18,6.106894016265869,17.594202041625977,84.18946838378906,6.13578413084111,17.597348392719024,84.36405333909254,6.046405702998772,17.355039744061227,83.52906746134099,6.067771843810248,17.355039744061227,83.55943132124465,422825200,17264600,193708600
2010-02-19,6.0689778327941895,17.534412384033203,84.36407470703125,6.115021303445088,17.591056309213723,84.69047904452556,6.052125428330551,17.364480608491643,83.77199376723125,6.074696150995713,17.559586794980532,83.96935601093644,415469600,18944800,222684900
2010-02-22,6.031358242034912,17.427413940429688,84.37923431396484,6.093953147993815,17.578463968462017,84.6980461414329,5.99434347772833,17.392798083923314,84.12873682467686,6.089138464299167,17.55958226479338,84.67527469537288,390563600,13487600,132346900
2010-02-23,5.930243015289307,17.254344940185547,83.35447692871094,6.058742778436252,17.49665366239186,84.40959644998722,5.889616942637176,17.241757131114177,83.13434328732978,6.018718189591782,17.436863369962186,84.15151232711463,575094800,14835600,207497000
2010-02-24,6.038581371307373,17.358190536499023,84.12117004394531,6.0620541098590115,17.36448444073469,84.25780455325186,5.95371669357399,17.21028678805957,83.3924545914156,5.965453464642663,17.307840503053175,83.60499587448898,460566400,14470600,176350700
2010-02-25,6.0789079666137695,16.716224670410156,84.00731658935547,6.104788254160533,16.860982049291596,84.06804433183612,5.925129750555074,16.555734333518153,82.6941124582797,5.939875551849339,16.722518573877988,82.92183280560778,665126000,63648600,259634700
2010-02-26,6.15775203704834,16.59035301208496,84.06041717529297,6.174303493267834,16.706787244860585,84.3488709372044,6.078907013299251,16.4361553521068,83.58219943135956,6.090342440678554,16.706787244860585,84.08318862148306,507460800,63095400,173589300
2010-03-01,6.289261817932129,16.763425827026367,84.9333724975586,6.304609101247995,16.79489413919719,85.01687167411515,6.18273004722626,16.612375767815927,84.3868345387575,6.191757931846104,16.747691670940956,84.40960598848841,550093600,39449800,147709700
2010-03-02,6.285048484802246,16.772872924804688,85.16866302490234,6.3446335666957125,16.895601072965267,85.57856638727857,6.251644227573834,16.725670437287356,85.01684953868002,6.317549109822682,16.798048545165653,85.29771085863594,566546400,24506200,160992400
2010-03-03,6.299492359161377,16.971126556396484,85.24459838867188,6.315743273901178,17.03091685346997,85.75318007416449,6.257662908021177,16.735110519955338,85.03205134319983,6.28775639099061,16.772872749662824,85.38881950181295,372052800,26574200,150785000
2010-03-04,6.341021537780762,17.14105796813965,85.50267028808594,6.347341337824556,17.320430055377464,85.62412572523397,6.278426628439884,17.093854281839334,85.03963156875854,6.297988316082593,17.213436073477748,85.35844340430114,366041200,28983200,135770400
2010-03-05,6.588992595672607,17.21343231201172,86.72477722167969,6.6115629061473635,17.292104305027824,86.79309155300862,6.458988105561123,17.106438353492244,85.85183519860362,6.468317333298392,17.21028476004504,86.05678977521698,899620400,24238600,176118800
2010-03-08,6.592905521392822,17.137908935546875,86.739990234375,6.623299544951842,17.266930973127852,86.92976006193813,6.5679276657418955,17.093852805705495,86.58817668885071,6.620892403858564,17.219728491343304,86.73240361101966,429889600,18915600,114631200
2010-03-09,6.71147346496582,17.049789428710938,86.88420104980469,6.771058537736468,17.178811411450063,87.28651208304693,6.55709341034256,16.97741136038792,86.43634711961109,6.5697326073252995,17.100139441476475,86.48189001656243,920259200,23070000,154556700
2010-03-10,6.766243934631348,17.05609130859375,87.27135467529297,6.785504276995123,17.10958769698878,87.50666742294247,6.716890914495598,17.00574127227626,86.8462720882317,6.735849912217083,17.074971821938085,86.92217886573323,596218000,21574800,186088800
2010-03-11,6.786105632781982,17.005327224731445,87.63569641113281,6.786105632781982,17.06243476535094,87.65847365315949,6.720502097923959,16.814969562842798,86.80071040092095,6.738257726756623,17.06243476535094,87.06638697808177,405700400,29130600,160791100
2010-03-12,6.819210052490234,16.926010131835938,87.64329528808594,6.853215393984392,17.059261453932486,88.03042735267654,6.793630308405303,16.89745636354842,87.40039014372458,6.842381449847894,17.03387978867051,88.01524252353902,416323600,22334400,162074800
2010-03-15,6.73615026473999,17.02118682861328,87.66606903076172,6.786104764403959,17.081466456393603,87.72679676626744,6.628113800225308,16.932352227880386,86.99048889937848,6.782494254112873,17.046567278633983,87.49148403032729,493502800,23874000,146816800
2010-03-16,6.754508972167969,17.037052154541016,88.36441040039062,6.770458544717192,17.09098637482685,88.44790378244275,6.696127654389171,16.995807555916098,87.6660531512043,6.7463839153337695,17.06877802408982,87.9089582579125,446908000,22287800,168673000
2010-03-17,6.744577407836914,17.081466674804688,88.8882064819336,6.814695088558323,17.12905668331525,89.17666039250341,6.718998067116694,17.005322903240625,88.37203220079044,6.768050148437816,17.075121259652335,88.63012223702046,450956800,26074400,177468100
2010-03-18,6.760525703430176,17.11637306213379,88.8426513671875,6.7710583002475655,17.14492683721365,89.01723638152326,6.699134574052002,17.049747990369013,88.48588313182823,6.743973446678471,17.100510122703803,88.895786692157,342109600,23496200,196509100
2010-03-19,6.688302993774414,17.370182037353516,88.3929443359375,6.778282913583098,17.468534188694054,89.39905503973925,6.657607219196507,17.005328414563547,88.04994848215408,6.764740884624189,17.370182037353516,88.3929443359375,559445600,43610800,226641100
2010-03-22,6.76353645324707,17.303556442260742,88.8655014038086,6.8011539109842705,17.40190738032541,89.02556961302174,6.625105944519468,17.25913973342321,87.8365255476857,6.634736116559172,17.28769350485656,87.88987967903535,456419600,18127400,184477800
2010-03-23,6.872172832489014,17.5446720123291,89.4905014038086,6.884812431108806,17.557362843302023,89.5667207489205,6.743973600102344,17.262307679635036,88.70542528518246,6.790317991455937,17.357486491403424,88.99506693783628,602431200,19081200,182941600
2010-03-24,6.90256929397583,17.328929901123047,89.05603790283203,6.927547152525729,17.563705394781632,89.50574191960911,6.846594718962101,17.3257577990292,88.09566369814924,6.850507378399074,17.519288703883426,89.15512828398731,597780400,17052600,196072600
2010-03-25,6.820714473724365,17.386037826538086,88.9112319946289,6.9507193946741275,17.506598283405907,90.06978126505264,6.808676757825542,17.338449032435793,88.80452373874108,6.949214278393854,17.420937001704882,89.65818978584369,542284400,16638800,223396300
2010-03-26,6.948612213134766,17.338449478149414,88.85787200927734,6.980210007520138,17.439973693827717,89.4981215023998,6.877891847613057,17.29085947255966,88.50725836087743,6.889929561808852,17.382866171225658,89.07891218623536,640875200,16276800,205808500
2010-03-29,6.993450164794922,17.37652015686035,89.42191314697266,7.0379889003916665,17.43679977963177,89.58197553992787,6.970278772085276,17.344793084140598,88.94172596810704,7.011808079358884,17.38603767354424,89.3075812048149,540744400,13853600,134513500
2010-03-30,7.097577095031738,17.408254623413086,89.48290252685547,7.146630396476199,17.465362172270193,89.81065103532615,7.049427024274229,17.32576661409986,89.10942356167511,7.120147415587258,17.41777335506572,89.52863298356513,527310000,13631600,145772500
2010-03-31,7.071994304656982,17.449493408203125,89.17803192138672,7.120445699343426,17.541500118455257,89.5743761712533,7.055744195137805,17.290861649946734,88.88077228019536,7.086740905378297,17.382868360198866,89.13991932526856,430659600,22922000,161078700
2010-04-01,7.1011881828308105,17.5446720123291,89.78778076171875,7.184246027651185,17.585916607858962,90.13077079809811,7.004286962080708,17.490737796090574,89.25423359770527,7.144523164763959,17.56370825878848,89.78778076171875,603145200,14346000,161215200
2010-04-05,7.17702054977417,17.40508460998535,90.51948547363281,7.177622435378013,17.627169414405067,90.58045746626418,7.0650722382161195,17.33845953173888,89.87923012211101,7.071392438849265,17.627169414405067,90.13075921789329,684507600,19191800,105847600
2010-04-06,7.208622455596924,17.224241256713867,90.73291015625,7.229687657828379,17.39873599589944,90.89297255475311,7.132184555945661,17.202032901377407,90.1612562408113,7.1682969051895515,17.39873599589944,90.26034082602818,447017200,17604200,110384200
2010-04-07,7.240518569946289,17.075124740600586,90.214599609375,7.28024221782921,17.227411104509738,90.97680473901475,7.182136467585722,16.99263674733229,89.79538446200768,7.208919976252761,17.227411104509738,90.54997172726887,628502000,24060800,184576300
2010-04-08,7.220961093902588,17.05609130859375,90.52710723876953,7.2688098185382275,17.062436726087824,90.67955176482586,7.163482194672808,16.954567049217836,89.63532856820527,7.2357068969568665,17.062436726087824,89.90209921984875,572989200,19466800,158704000
2010-04-09,7.276329517364502,17.31941795349121,91.12165832519531,7.279339749074264,17.325763369983278,91.15976510627534,7.236305328691744,17.08464238434251,90.55000427250316,7.26549637970318,17.10367863381871,90.71768457655364,334182800,20640600,133006500
2010-04-12,7.291379451751709,17.37334442138672,91.26643371582031,7.314852196528277,17.405071489681482,91.50272124251029,7.2769341912209455,17.29402856604567,91.12923657021953,7.28867056360923,17.33844646165834,91.23594481511311,333026400,16930400,110279000
2010-04-13,7.295588970184326,17.455841064453125,91.33505249023438,7.306724255908901,17.47487731358258,91.49511488788211,7.255865322986309,17.338453887149193,90.70242076489025,7.278436435451623,17.34797140658171,91.17499009258664,306210800,15055000,125043600
2010-04-14,7.39369535446167,17.43363380432129,92.37164306640625,7.39730666847978,17.46853299144586,92.37164306640625,7.344944222388529,17.338454973240786,91.52559489314656,7.381357100025964,17.459014261152657,91.67040991588824,404076400,13865200,161609000
2010-04-15,7.490897178649902,17.214717864990234,92.44788360595703,7.494207147729922,17.376522936080068,92.66130016431187,7.3882776905565155,17.173474479254157,92.18873077426538,7.396402744542454,17.37334962316851,92.21921968476822,376784800,20351000,144615300
2010-04-16,7.445157527923584,17.43997573852539,90.976806640625,7.55770776996145,17.493909954937294,92.4478628041845,7.359390804143051,17.186163959308114,90.5118610366133,7.480366644408584,17.20520020582869,92.12011435898222,750545600,35075600,366786700
